Mes,TemperaturaPromedio (°C),Precipitación (mm),IncidenciaPlaga
2019-01,18.62,0.0,0
2024-11,17.8,50.9,2
2025-07,26.91,159.9,6
2020-02,20.53,35.5,4
2024-01,20.84,8.2,4
2022-09,23.26,151.3,9
2019-06,27.8,115.3,10
2025-05,25.56,43.4,6
2025-02,21.25,21.7,5
2022-12,18.36,34.2,3
2023-12,21.16,63.7,3
2021-10,19.4,104.0,5
2024-07,32.25,155.9,13
2022-02,18.49,23.4,1
2025-12,20.08,6.4,2
2019-06,24.56,133.6,6
2020-03,22.27,25.4,2
2025-10,24.49,85.8,5
2021-01,24.4,0.0,8
2021-03,19.83,81.4,2
2024-07,27.36,141.8,7
2020-04,23.25,6.7,5
2022-08,25.17,148.8,10
2021-01,16.8,27.3,0
2020-05,26.54,60.5,7
2025-10,22.15,77.1,3
2020-05,24.68,71.8,6
2019-08,31.82,180.2,9
2023-09,22.71,151.0,8
2025-01,17.03,0.0,1
2019-11,20.57,48.6,6
2023-12,17.67,56.7,1
2022-10,25.78,66.4,5
2024-10,23.51,121.3,9
2019-11,21.73,94.4,3
2025-10,25.66,96.4,7
2023-05,27.66,74.0,9
2024-11,19.31,26.2,1
2021-07,25.53,170.0,14
2025-08,25.67,184.9,6
2023-05,27.62,29.1,10
2019-11,21.72,44.1,2
2025-06,26.97,153.6,5
2024-07,27.58,166.8,11
2021-02,17.25,8.9,0
2022-10,22.82,73.0,5
2021-09,26.86,169.3,9
2022-10,24.24,111.2,4
2025-10,25.76,88.3,6
2025-04,24.17,58.0,3
2020-07,31.81,218.9,17
2025-10,23.83,105.5,8
2022-01,21.92,33.0,3
2023-12,19.43,53.4,1
2024-05,27.68,71.4,6
2022-05,25.97,59.9,2
2022-03,24.1,7.3,7
2022-03,21.75,26.6,1
2025-01,16.57,21.5,0
2021-09,28.52,181.8,12
2020-12,18.82,40.6,0
2021-07,26.29,177.2,12
2020-05,27.09,16.5,8
2021-09,26.46,162.2,8
2019-10,24.09,50.6,3
2019-08,25.44,187.5,10
2024-01,18.14,60.2,1
2019-07,27.22,161.3,7
2022-12,21.47,78.1,4
2024-06,27.03,120.7,6
2024-01,20.51,18.8,1
2022-02,21.95,0.0,1
2020-05,26.13,85.7,5
2025-07,27.12,206.1,8
2024-11,25.47,89.6,5
2023-04,22.72,27.7,3
2019-08,27.75,190.8,15
2019-03,20.12,47.6,0
2021-03,18.18,0.0,0
2020-02,20.46,50.9,3
2025-01,20.84,9.4,1
2020-06,27.29,145.9,21
2020-12,13.11,26.9,0
2025-10,23.07,84.9,9
2024-09,26.14,139.0,6
2020-07,23.36,184.8,12
2021-09,26.1,146.6,10
2022-08,27.79,154.7,13
2023-08,26.33,174.6,13
2025-07,26.7,228.2,8
2025-02,20.36,0.0,6
2025-11,21.08,64.7,1
2019-04,23.56,25.8,7
2020-08,21.74,196.0,6
2022-12,16.01,47.6,0
2019-05,26.97,48.1,2
2021-06,26.99,138.2,9
2020-01,19.71,39.9,2
2025-07,25.91,156.2,8
2019-06,30.92,136.6,10
2020-01,18.78,47.5,6
2020-05,29.72,52.9,10
2020-01,19.03,67.5,2
2022-12,19.61,35.1,2
2021-07,24.03,185.3,11
2025-05,22.43,38.2,2
2020-10,20.44,82.7,1
2022-10,21.72,55.2,4
2023-08,22.68,190.7,8
2023-05,26.1,90.5,7
2024-07,26.45,206.9,13
2020-05,28.21,71.4,11
2022-07,29.52,152.9,15
2024-08,26.91,171.9,6
2025-01,20.14,40.6,5
2023-04,21.79,84.7,2
2023-07,28.08,185.6,8
2025-01,19.26,54.0,1
2023-05,26.37,66.8,8
2025-08,26.71,154.7,5
2019-11,20.17,60.1,2
2021-06,25.11,131.9,7
2019-10,22.97,35.9,1
2019-08,26.88,178.7,7
2022-04,24.42,42.6,3
2020-07,27.77,156.1,9
2021-11,18.37,57.5,3
2022-01,17.2,20.7,0
2023-05,26.73,40.7,6
2025-08,24.42,182.1,15
2024-12,18.74,40.0,1
2021-08,26.2,140.7,10
2021-04,22.73,44.8,1
2024-05,25.79,34.2,3
2019-11,24.7,41.4,8
2022-10,24.17,98.6,5
2021-12,21.65,39.8,5
2020-04,26.04,22.0,5
2023-04,23.87,63.1,6
2021-03,21.51,12.7,5
2020-04,25.88,42.7,2
2023-07,25.51,155.9,9
2020-03,20.3,36.2,1
2023-09,24.54,161.9,8
2020-02,17.89,31.4,1
2022-01,16.26,44.1,0
2024-08,28.15,187.7,6
2020-08,27.53,186.8,19
2024-05,23.28,36.0,4
2024-01,19.34,45.7,3
2025-04,25.4,68.5,1
2020-03,19.95,12.8,3
2024-01,20.24,18.2,1
2025-07,27.92,197.2,11
2024-05,27.71,70.2,5
2020-04,23.38,2.5,8
2024-10,21.79,81.4,4
2019-10,24.25,78.0,7
2023-02,22.57,4.5,2
2022-06,25.44,197.3,10
2022-09,25.38,132.2,15
2022-08,30.87,149.4,7
2019-03,18.61,22.4,3
2022-07,29.48,154.1,7
2025-07,32.07,194.7,15
2022-01,18.09,34.9,1
2020-12,14.71,62.8,0
2025-12,16.98,25.4,0
2019-09,27.38,140.5,9
2022-05,27.02,62.9,11
2022-08,25.31,134.0,3
2022-05,24.1,52.2,5
2025-06,25.71,167.3,7
2021-12,16.38,48.0,0
2025-10,25.95,51.5,7
2019-06,33.15,154.2,6
2024-02,18.57,0.0,1
2023-02,17.53,37.7,0
2020-09,23.4,154.3,6
2020-08,25.96,175.9,11
2024-01,17.88,35.8,0
2023-06,28.54,164.0,18
2023-04,22.0,28.4,5
2019-05,23.16,98.6,9
2023-03,18.91,1.9,2
2025-11,19.85,81.0,8
2019-02,21.4,52.1,3
2022-04,23.89,22.9,10
2022-06,28.77,199.3,10
2025-04,23.1,76.3,5
2020-12,16.3,51.3,0
2022-04,25.78,36.1,4
2024-01,14.52,4.5,0
2019-06,28.22,96.3,11
2024-08,28.53,131.3,10
2024-10,22.04,109.6,5
2024-01,13.46,49.8,0
2023-07,28.86,129.0,6
2024-03,21.94,0.3,2
2024-06,27.67,141.3,10
2025-04,23.5,12.9,4
2021-12,18.99,58.0,1
2022-03,20.21,30.3,2
2023-06,27.95,138.7,9
2020-05,29.4,37.0,7
2024-12,19.84,43.2,1
2024-05,22.29,38.1,2
2023-06,27.99,154.7,8
2021-02,17.42,39.4,1
2021-06,25.79,107.1,8
2022-01,20.75,67.1,3
2023-08,28.16,178.8,13
2024-06,33.11,109.6,9
2023-09,24.64,130.1,6
2025-07,27.17,149.7,5
2025-09,26.35,124.0,9
2023-12,19.83,15.8,4
2021-08,21.74,162.6,13
2023-03,22.49,50.8,6
2021-12,16.95,54.5,2
2023-05,25.34,32.7,7
2024-09,25.03,118.9,12
2021-08,27.03,138.7,14
2022-07,25.68,157.6,4
2019-04,27.79,23.5,7
2024-02,17.86,32.9,3
2022-06,34.87,115.9,10
2022-03,22.59,3.0,2
2022-09,22.28,147.9,10
2020-07,28.42,158.6,3
2023-03,23.94,39.5,4
2024-03,20.48,21.6,0
2021-06,28.3,146.9,9
2019-12,18.53,8.8,0
2021-09,23.99,162.8,7
2020-05,25.83,58.4,8
2021-08,27.93,140.9,13
2023-05,28.6,61.7,7
2019-10,24.72,75.1,5
2024-03,22.79,22.6,2
2020-07,29.95,170.2,11
2025-04,23.11,39.7,3
2024-02,18.35,0.0,1
2020-11,19.51,41.9,1
2022-12,19.98,41.3,3
2019-10,20.96,91.9,4
2019-09,24.68,149.4,8
2025-09,26.36,138.6,5
2024-08,25.54,160.1,6
2020-01,20.97,48.8,2
2020-12,17.99,18.4,0
2020-05,26.1,61.0,5
2021-10,21.23,96.2,2
2021-01,15.52,61.0,0
2021-04,22.22,44.8,1
2022-09,26.97,151.1,15
2020-04,25.96,15.8,3
2025-03,23.1,24.8,7
2024-02,23.68,5.4,4
2024-04,23.5,20.6,1
2020-03,18.18,25.5,0
2023-12,18.55,91.2,1
2024-11,19.19,85.8,4
2020-03,18.99,21.3,1
2024-04,22.93,43.5,2
2021-07,28.23,197.5,6
2024-07,25.73,164.1,11
2022-05,24.03,61.7,5
2024-08,26.36,175.3,11
2020-01,17.59,46.7,4
2021-09,24.61,161.5,5
2020-11,20.89,52.3,2
2020-09,26.24,151.1,13
2021-02,19.26,30.5,0
2021-09,25.2,175.1,8
2019-11,18.65,45.6,1
2023-12,19.0,15.2,1
2022-11,21.07,27.9,2
2024-10,19.63,72.6,2
2023-12,15.22,62.7,0
2020-01,18.11,67.1,1
2019-06,26.4,126.6,8
2021-12,20.06,23.4,3
2022-05,25.92,66.4,6
2020-09,24.12,131.2,7
2024-06,31.74,155.4,14
2023-01,18.04,43.7,0
2024-03,21.55,15.0,2
2019-10,24.86,99.0,7
2024-09,24.64,128.2,7
2020-06,25.68,115.5,6
2022-02,21.66,28.8,1
2022-01,18.82,57.9,2
2024-09,23.6,106.3,6
2020-12,19.83,50.3,3
2020-09,25.64,146.8,8
2021-05,27.05,38.9,5
2021-07,26.57,182.3,7
2020-04,24.48,35.1,9
2020-03,21.08,38.3,5
2020-08,30.03,159.2,10
2022-04,21.37,28.4,2
2021-05,26.0,65.6,10
2021-09,23.7,157.7,9
2024-01,17.46,23.4,0
2020-09,23.13,118.8,9
2025-05,27.04,63.0,11
2024-04,24.91,11.3,5
2020-03,22.91,13.0,7
2021-03,20.48,59.5,6
2020-04,29.46,44.2,6
2020-11,19.58,18.5,1
2021-07,29.82,189.4,13
2019-11,18.7,57.2,1
2019-02,19.9,35.5,0
2022-01,14.96,0.0,0
2023-11,21.55,77.8,4
2021-02,20.4,49.9,3
2025-01,17.23,6.4,0
2021-08,26.32,139.5,9
2025-04,26.83,42.8,9
2020-08,24.61,117.9,6
2022-10,21.07,95.5,3
2024-05,30.72,80.5,12
2019-05,24.68,93.2,9
2025-07,29.14,154.8,9
2021-07,28.94,149.9,11
2022-06,24.8,143.4,9
2023-05,24.85,110.7,5
2023-07,24.85,204.2,9
2019-02,21.74,57.2,2
2025-01,16.05,38.2,0
2023-05,24.88,34.0,5
2025-12,21.5,44.8,2
2022-04,25.72,67.1,7
2023-04,23.79,19.8,0
2022-02,19.34,19.5,5
2025-03,19.88,6.8,1
2024-10,26.0,67.1,6
2025-05,23.51,38.0,2
2022-07,25.94,158.4,6
2024-07,22.44,174.5,5
2021-07,27.5,168.7,8
2022-03,21.51,0.0,1
2024-04,27.4,64.6,5
2019-07,24.19,196.5,7
2023-12,16.26,84.9,0
2019-02,19.89,15.6,1
2023-01,21.69,29.2,3
2022-05,23.6,85.9,4
2022-04,23.56,26.8,6
2022-06,26.5,155.5,7
2022-06,27.46,150.1,11
2021-11,20.1,46.9,1
2022-02,19.07,12.5,0
2022-12,19.45,26.4,1
2024-05,25.3,83.4,11
2022-11,25.45,52.1,6
2023-06,23.73,117.9,6
2024-11,21.8,65.1,5
2025-12,19.2,30.3,3
2019-10,24.35,65.5,3
2023-12,20.16,15.0,2
2020-07,25.36,157.2,7
2020-05,27.84,78.4,3
2024-07,26.79,158.3,7
2019-06,26.17,155.7,3
2024-12,15.85,36.0,0
2024-05,27.84,54.0,5
2025-12,18.67,21.7,2
2023-09,23.61,127.4,2
2025-02,19.35,0.0,0
2019-10,23.02,101.8,5
2025-03,16.78,1.4,0
2020-02,19.27,27.4,3
2021-03,20.38,27.2,1
2019-11,20.13,64.4,0
2021-10,24.78,62.7,6
2024-03,21.81,6.5,3
2020-11,20.8,72.4,4
2024-10,23.34,89.7,9
2023-03,20.01,15.3,3
2023-05,31.68,91.0,12
2025-07,26.37,163.8,10
2022-01,18.95,0.0,1
2021-05,27.45,55.7,4
2025-12,16.97,60.1,0
2022-11,21.39,29.8,1
2023-04,24.8,41.7,4
2021-01,18.13,37.5,1
2020-07,26.27,205.8,5
2020-03,21.52,41.0,5
2020-07,24.57,187.8,8
2020-05,26.0,64.5,7
2024-03,21.35,6.7,2
2019-05,25.86,33.3,7
2023-05,29.11,61.2,5
2025-08,27.37,157.5,11
2024-05,28.15,34.6,5
2021-10,18.59,66.7,2
2019-05,26.39,52.0,6
2024-11,21.24,72.1,5
2019-01,19.28,9.6,1
2023-10,24.94,93.7,6
2023-09,21.64,140.7,9
2020-05,28.94,43.5,5
2024-03,17.79,11.1,1
2020-03,21.19,10.6,4
2020-07,27.39,192.5,9
2024-09,24.81,123.2,5
2025-11,21.02,52.5,4
2020-11,18.77,64.1,0
2025-06,27.27,178.7,6
2025-05,24.91,58.7,3
2024-05,26.83,50.1,7
2019-12,16.6,22.6,0
2021-02,17.44,4.7,1
2023-09,23.5,163.0,6
2025-12,23.35,34.0,5
2024-09,23.54,115.3,11
2021-12,16.01,60.4,0
2020-08,21.47,157.6,9
2025-09,23.18,130.6,6
2020-12,21.55,13.5,7
2021-05,25.29,63.0,6
2025-10,24.15,70.4,7
2022-12,20.01,34.3,4
2020-11,18.27,49.6,4
2019-01,18.53,0.0,0
2022-01,18.26,36.8,0
2025-11,18.8,64.3,1
2022-01,20.7,31.7,2
2023-11,17.19,18.1,0
2020-10,22.49,68.3,5
2024-06,24.69,181.4,4
2024-06,31.07,144.0,11
2023-04,24.92,0.0,5
2024-05,22.55,64.4,6
2023-01,17.24,23.1,0
2021-08,27.97,154.3,10
2024-02,19.15,10.4,2
2024-11,19.09,42.1,0
2024-11,21.11,69.5,2
2020-06,29.03,113.2,10
2023-09,27.6,140.9,7
2019-01,18.58,38.4,2
2023-01,14.29,7.2,1
2022-12,20.42,64.6,5
2021-07,27.27,166.2,16
2025-12,20.97,23.7,1
2025-03,17.93,37.5,0
2019-04,23.55,47.0,5
2020-06,29.2,129.2,4
2020-06,27.88,174.6,11
2025-04,21.72,36.0,6
2022-08,29.62,138.0,8
2024-02,19.04,63.9,7
2024-09,25.43,136.3,8
2024-05,27.07,75.6,3
2019-08,26.64,154.9,11
2019-12,19.24,80.7,5
2021-10,23.7,86.3,5
2021-05,28.13,20.2,5
2024-03,20.54,22.9,5
2020-02,17.67,3.0,3
2021-08,27.66,188.7,11
2020-08,26.37,205.2,4
2020-04,25.72,10.9,6
2020-03,22.08,37.3,4
2020-05,23.38,41.8,5
2022-12,17.79,42.1,2
2021-11,16.64,67.4,0
2022-01,20.26,47.7,2
2022-05,26.55,16.0,9
2024-03,17.47,35.5,3
2025-01,20.38,47.3,3
2022-09,22.36,149.4,8
2023-06,29.62,155.2,7
2024-03,19.75,0.0,2
2023-10,19.53,98.5,6
2019-12,18.52,87.5,3
2025-11,17.99,41.8,1
2020-02,20.23,23.4,1
2021-11,20.93,17.2,7
2023-07,28.43,174.9,13
2021-10,20.87,87.2,1
2020-09,25.93,87.7,6
2025-06,25.6,126.3,7
2019-07,26.91,177.1,4
2020-09,22.76,141.2,3
2025-12,17.95,65.4,2
2024-02,19.22,0.0,0
2019-08,24.93,179.0,6
2024-04,21.05,52.4,4
2025-10,23.7,97.4,3
2019-09,24.5,131.7,6
2021-11,22.07,70.6,7
2022-04,21.83,26.3,2
2019-12,19.1,50.8,2
2020-05,28.51,27.1,7
2020-03,23.21,0.0,8
2020-04,22.94,0.0,5
2021-10,21.68,108.9,6
2022-03,20.75,52.2,3
2020-08,25.72,164.1,3
2021-01,19.58,21.8,0
2020-05,26.69,65.1,5
2024-07,27.72,195.4,13
2020-06,28.67,147.7,10
2025-05,24.03,126.1,10
2022-10,24.63,40.4,2
2024-08,28.46,159.1,14
2023-06,28.36,173.5,12
2020-11,25.51,48.1,4
2023-03,22.66,18.3,1
2020-12,20.8,35.5,3
2019-10,23.4,100.4,3
2020-10,26.2,42.8,4
2020-12,19.66,77.1,5
2019-12,17.79,49.2,1
2019-02,23.76,6.6,6
2025-08,26.76,173.2,6
2022-08,25.31,140.3,9
2021-10,20.07,75.9,4
2025-07,26.97,179.1,8
2020-07,27.25,158.1,10
2021-10,22.57,31.6,4
2024-12,19.15,41.1,0
2023-06,26.39,98.2,4
2021-10,21.74,97.2,3
2020-10,21.38,52.1,2
2019-03,22.22,22.9,2
2019-08,26.56,161.7,8
2020-02,19.5,22.4,1
2024-07,27.78,195.8,10
2023-06,23.7,195.1,12
2022-01,20.01,1.2,1
2024-06,28.61,141.8,7
2020-02,18.14,0.0,0
2020-06,25.87,113.3,7
2021-09,28.02,142.3,10
2025-06,28.35,173.3,8
2023-04,26.32,60.3,5
2024-12,19.05,37.4,0
2020-09,26.47,126.7,6
2024-12,19.13,56.0,1
2019-07,28.91,161.2,11
2020-08,23.77,164.3,8
2022-08,27.2,162.1,7
2019-05,21.89,66.5,2
2025-01,16.64,32.8,1
2025-01,19.24,32.7,1
2022-10,22.72,76.5,5
2021-02,16.87,57.3,2
2019-09,23.18,133.5,5
2023-04,21.73,71.4,8
2022-10,24.46,94.4,12
2024-04,21.87,54.3,4
2023-03,21.94,9.4,5
2019-11,21.37,55.0,2
2019-11,23.03,65.9,5
2024-06,27.86,169.7,9
2020-02,15.98,13.5,0
2025-07,22.43,144.9,7
2019-09,28.94,133.0,6
2024-02,17.73,51.9,1
2025-10,25.15,23.2,2
2022-02,20.0,0.4,1
2019-05,26.21,74.1,5
2025-02,19.31,38.2,0
2020-04,23.64,49.9,6
2022-09,22.88,181.0,3
2025-11,19.63,75.8,5
2024-03,21.87,61.3,2
2019-04,23.64,82.8,4
2024-09,27.46,143.4,8
2020-02,18.51,16.6,1
2024-03,17.63,24.6,1
2023-05,27.66,58.8,8
2021-01,21.98,22.4,4
2021-12,21.6,55.8,0
2019-10,25.13,112.4,7
2025-11,21.9,50.7,2
2020-09,24.04,140.5,4
2021-02,21.67,33.8,2
2022-07,28.2,213.1,8
2023-09,26.72,165.3,7
2022-07,27.4,170.2,6
2022-07,30.01,187.5,13
2023-01,15.94,20.2,0
2025-01,18.58,0.0,2
2021-10,23.8,57.4,5
2024-10,22.84,73.0,7
2024-07,27.58,169.8,18
2025-09,22.59,143.6,7
2025-05,27.78,62.3,4
2024-08,26.43,174.4,9
2020-09,22.89,133.2,3
2024-06,26.19,168.4,11
2024-02,17.06,40.0,1
2021-01,18.14,39.9,1
2023-09,25.43,135.8,9
2020-10,23.64,79.2,4
2022-08,29.32,203.6,18
2024-07,24.64,148.3,12
2020-04,23.66,39.5,3
2021-05,29.23,48.5,13
2024-07,27.5,177.3,11
2022-03,23.93,31.1,3
2025-09,26.93,121.2,8
2019-01,15.83,0.6,0
2024-01,15.1,41.0,0
2024-09,23.0,144.1,6
2025-06,28.81,146.4,11
2020-02,18.09,52.6,3
2025-11,18.57,41.3,0
2021-09,21.69,147.8,3
2021-06,33.6,170.4,19
2021-06,26.33,209.9,8
2023-06,26.93,138.0,9
2023-08,28.43,194.9,13
2022-04,23.9,42.9,8
2019-06,29.41,123.8,8
2025-11,20.61,31.3,5
2020-07,28.97,214.6,7
2019-08,23.71,197.8,4
2023-03,21.93,10.8,0
2021-11,16.92,61.5,0
2023-04,24.91,19.1,3
2025-02,19.21,30.2,0
2019-09,25.31,158.4,5
2020-12,15.62,33.8,1
2022-08,23.41,167.0,11
2024-07,28.35,166.7,13
2023-03,20.12,27.1,0
2021-09,27.28,144.4,11
2023-04,24.03,33.8,7
2025-11,20.22,60.0,6
2022-05,27.91,61.2,7
2025-03,18.43,30.0,0
2024-06,27.32,165.5,12
2021-02,20.5,41.3,5
2020-09,26.85,134.2,7
2024-05,24.55,31.9,5
2020-06,27.69,106.4,7
2021-05,26.28,84.1,9
2020-08,26.16,153.2,14
2023-03,22.33,5.7,2
2021-01,19.6,23.3,2
2023-08,27.48,141.5,7
2025-07,29.33,183.7,8
2024-10,24.53,95.9,8
2025-08,26.56,154.9,12
2019-03,21.84,33.8,2
2022-03,19.62,33.8,0
2020-07,30.27,128.1,8
2025-06,28.54,170.0,6
2023-12,20.59,42.1,3
2021-03,24.28,0.0,3
2022-12,22.3,73.0,5
2023-03,19.54,37.5,1
2022-06,26.87,152.8,11
2022-04,26.5,49.0,7
2019-05,26.66,78.3,16
2022-03,23.78,41.4,6
2021-06,27.19,147.1,8
2024-09,28.98,132.8,11
2025-01,17.02,16.6,0
2024-04,24.82,73.6,5
2019-03,24.06,69.1,6
2024-11,22.03,77.8,3
2021-10,19.0,78.7,1
2021-11,22.03,55.4,3
2025-08,27.62,134.3,3
2025-01,18.8,28.0,1
2019-05,23.29,43.9,3
2021-07,26.84,184.8,11
2024-03,24.07,55.1,3
2022-10,19.46,64.6,4
2020-10,23.29,89.6,2
2022-09,24.12,147.4,6
2025-01,15.87,61.3,0
2020-07,30.42,205.6,11
2024-03,21.03,0.0,0
2024-02,20.24,0.0,3
2025-03,22.66,0.0,1
2021-02,18.07,11.0,0
2020-07,26.8,178.3,10
2022-11,22.2,55.3,4
2022-09,26.19,157.8,11
2021-11,22.82,40.4,3
2024-06,27.31,126.3,6
2024-08,28.58,164.8,9
2020-09,27.88,121.8,6
2024-07,29.57,158.8,10
2020-08,27.39,175.4,13
2021-11,17.7,65.5,3
2019-03,18.49,25.0,1
2021-05,25.95,84.4,1
2025-09,27.95,138.2,14
2022-02,17.67,25.7,1
2023-12,19.4,37.2,2
2019-10,22.16,58.5,1
2023-06,26.15,134.1,8
2021-08,30.31,169.7,10
2024-03,20.99,69.1,7
2025-06,28.67,151.3,5
2022-09,26.36,129.7,8
2019-09,24.25,160.4,6
2022-04,24.69,35.9,5
2019-11,21.02,39.8,6
2022-02,14.46,27.0,0
2019-06,26.8,169.2,6
2023-06,27.97,144.9,5
2021-03,18.73,28.8,0
2020-05,25.58,77.1,10
2019-02,19.09,8.3,0
2025-03,23.65,31.7,2
2024-11,17.79,72.3,3
2024-09,23.86,135.8,6
2019-05,26.67,46.9,2
2021-06,28.05,158.8,13
2025-10,28.32,73.4,9
2023-01,19.28,27.8,1
2019-11,20.97,13.8,3
2019-12,19.3,59.2,2
2020-11,15.78,24.9,0
2025-10,22.16,66.7,7
2020-03,20.35,37.4,0
2025-04,26.39,16.1,4
2023-09,21.85,133.6,9
2025-06,26.11,139.6,5
2024-10,23.38,49.8,2
2021-04,23.22,8.2,3
2024-10,20.77,85.1,3
2020-03,16.09,14.3,0
2021-01,15.15,38.7,0
2020-06,27.8,148.5,9
2019-12,18.5,14.7,0
2019-08,27.57,178.0,8
2020-04,25.0,32.4,11
2019-11,21.42,47.8,1
2021-08,25.44,159.8,8
2019-06,25.64,153.9,8
2019-06,24.86,128.8,8
2025-12,20.18,40.9,1
2019-08,26.56,184.7,11
2019-07,27.56,173.0,9
2019-03,21.17,24.1,1
2019-12,20.5,70.0,4
2022-09,23.97,157.5,6
2024-10,23.45,108.6,2
2024-02,16.91,15.5,0
2023-01,15.96,46.3,0
2019-08,27.02,176.5,4
2024-06,27.56,153.5,13
2019-04,22.64,20.3,2
2023-05,27.34,40.6,10
2021-11,22.72,65.7,2
2025-03,24.27,1.0,3
2021-02,17.91,26.5,0
2023-06,27.06,123.7,9
2022-01,19.2,44.1,0
2022-08,22.82,162.4,4
2025-07,28.13,163.9,9
2023-12,16.49,84.7,1
2021-11,19.56,50.1,0
2022-02,17.34,18.0,1
2023-12,20.14,22.2,1
2021-06,27.76,162.8,9
2020-03,22.66,19.4,3
2022-04,24.1,40.8,2
2019-06,24.74,176.4,9
2020-03,20.4,11.3,0
2021-12,18.09,53.0,3
2024-07,24.32,191.1,12
2024-06,25.46,150.7,2
2020-10,21.36,69.4,2
2021-12,16.41,39.0,0
2020-01,19.68,21.0,2
2024-04,26.44,44.0,3
2020-09,24.53,116.4,12
2024-08,28.16,150.3,11
2024-11,19.97,38.0,4
2023-10,25.12,45.4,5
2021-04,21.58,2.1,8
2025-09,24.02,95.3,11
2023-10,24.26,97.1,3
2023-07,28.84,132.8,15
2024-12,17.09,46.6,0
2025-03,20.39,24.3,2
2019-07,24.7,119.8,7
2025-03,21.08,54.3,2
2024-05,25.71,59.0,6
2020-06,27.49,143.8,14
2021-02,20.33,7.4,1
2024-04,25.27,53.1,6
2020-07,28.83,171.5,18
2022-03,17.29,62.0,3
2023-10,21.94,81.0,4
2023-07,27.1,183.5,9
2025-05,27.97,70.4,11
2019-10,24.99,70.2,3
2021-01,18.03,39.5,1
2025-11,19.19,60.4,2
2022-12,20.28,10.0,0
2020-09,22.33,134.6,10
2021-01,15.85,35.4,1
2021-05,26.74,78.8,12
2022-11,24.72,17.6,4
2020-12,16.1,2.8,0
2023-05,26.52,81.1,11
2022-02,20.25,0.0,1
2023-04,25.22,18.5,2
2020-02,21.04,27.2,4
2023-05,23.38,18.1,6
2025-06,26.95,143.3,7
2019-12,18.94,36.7,3
2021-04,22.55,55.6,5
2023-11,14.97,49.4,0
2023-04,20.78,24.7,1
2023-09,30.12,129.8,11
2022-12,18.32,0.1,0
2023-10,23.88,64.4,6
2023-04,20.17,85.2,6
2019-07,26.89,157.6,10
2024-04,23.57,40.8,2
2022-02,19.59,0.0,2
2019-05,27.13,62.3,9
2021-11,16.53,40.4,0
2022-01,16.73,35.9,0
2019-08,29.11,206.3,14
2025-12,15.02,24.2,0
2020-07,24.85,182.7,20
2021-04,24.31,16.7,6
2022-02,18.74,27.7,1
2024-10,22.3,105.5,9
2024-03,20.55,12.7,1
2024-05,27.29,53.3,4
2020-08,27.39,204.4,6
2024-12,18.37,22.0,1
2024-10,23.65,87.9,7
2022-03,16.05,54.8,0
2022-10,27.07,90.3,5
2019-04,26.92,45.0,3
2024-04,22.78,28.5,3
2025-09,25.34,131.9,9
2022-04,22.36,43.3,4
2022-10,23.67,56.1,2
2022-06,27.24,124.2,3
2019-07,28.94,195.9,18
2023-05,24.93,48.6,4
2024-01,16.6,32.7,0
2025-06,25.27,133.4,10
2025-07,24.35,163.5,4
2022-06,26.74,129.0,6
2025-09,24.86,133.1,6
2022-09,26.79,113.5,6
2023-06,25.79,177.3,9
2023-03,20.15,39.9,5
2025-12,18.43,20.4,1
2024-02,16.8,57.7,0
2019-11,19.17,34.0,1
2019-07,26.18,164.1,6
2021-11,21.91,48.3,3
2022-08,27.19,155.6,6
2023-09,25.11,103.3,7
2022-05,27.86,84.8,4
2022-08,24.41,197.6,14
2025-06,28.7,123.7,7
2021-05,25.11,45.1,8
2022-06,30.03,133.0,9
2022-11,18.53,44.9,1
2022-04,24.87,3.6,1
2025-10,24.7,94.4,6
2025-09,21.85,133.3,6
2022-08,25.95,147.2,9
2022-02,16.61,0.0,0
2023-02,15.25,0.0,1
2020-04,27.93,78.0,6
2021-12,18.53,56.2,4
2020-07,23.86,203.4,6
2020-01,17.26,0.0,1
2019-08,28.27,146.1,9
2023-02,18.25,12.5,1
2019-01,16.35,25.8,0
2023-07,24.11,186.4,6
2022-01,18.16,19.4,0
2021-07,25.51,168.7,7
2024-05,23.65,82.4,1
2022-10,22.66,88.0,0
2024-02,19.92,25.9,4
2023-12,17.58,53.0,2
2019-03,21.0,23.4,4
2020-07,26.21,238.1,4
2022-12,19.22,4.8,2
2025-10,22.34,87.9,7
2020-01,21.19,34.7,1
2019-09,25.98,136.0,5
2025-08,26.49,153.5,10
2025-10,23.53,75.4,5
2020-03,20.09,62.3,2
2021-10,22.5,91.1,3
2023-05,29.2,55.0,10
2020-05,25.79,77.2,6
2021-04,23.61,91.9,6
2021-10,24.21,118.0,5
2023-06,31.06,160.8,12
2021-02,14.69,0.0,0
2021-11,19.78,25.5,3
2021-01,18.61,1.5,1
2024-04,26.63,51.7,6
2020-01,18.14,0.0,0
2020-08,25.46,126.7,8
2020-09,23.61,156.8,10
2025-05,26.82,68.5,7
2025-08,23.09,159.8,6
2022-07,27.1,178.0,8
2020-02,25.33,18.4,6
2024-04,22.97,4.8,2
2022-06,29.25,147.1,7
2024-12,17.03,70.4,1
2021-07,27.52,188.1,12
2025-12,20.62,27.5,1
2024-08,24.24,193.9,8
2020-07,25.09,149.9,4
2024-01,19.06,0.0,0
2021-01,16.85,0.0,0
2021-06,25.1,127.4,7
2020-10,25.45,96.5,9
